latiude,longitude,候補1,候補2
35.753349,136.945297,エディオン郡上八幡店,
35.75338,136.945282,エディオン郡上八幡店,
35.45108,136.785927,長良東2交差点,
35.392593,136.790268,バロー岐南店,
35.485901,136.890701,栄町4交差点,
35.485825,136.890579,栄町4交差点,
35.392586,136.790352,あみやき亭岐南店,
35.753365,136.945313,エディオン郡上八幡店,
35.485939,136.890686,栄町4交差点,
35.416786,136.781097,東興町西交差点,
35.485939,136.890686,栄町4交差点,
35.845383,137.028152,道の駅明宝,
35.845375,137.02816,道の駅明宝,
35.753296,136.945328,エディオン郡上八幡店,
35.485931,136.890656,栄町4交差点,
35.753387,136.945328,エディオン郡上八幡店,
35.416824,136.78109,東興町西交差点,
35.454102,136.770981,福光西2東交差点,
35.377113,136.715439,上佐波西2交差点,
35.48584,136.890579,栄町4交差点,
35.753372,136.945328,エディオン郡上八幡店,
35.394798,136.726486,藪田交差点,
35.48584,136.890549,栄町4交差点,
35.753387,136.945351,エディオン郡上八幡店,
35.753395,136.945305,エディオン郡上八幡店,
35.454063,136.770981,福光西2東交差点,
35.485832,136.890518,栄町4交差点,
35.454086,136.771004,福光西2東交差点,
35.485825,136.890564,栄町4交差点,
35.753372,136.945313,エディオン郡上八幡店,
35.75338,136.94532,エディオン郡上八幡店,
35.596321,136.79789,道の駅ラステンほらど,
35.454117,136.770973,福光西2東交差点,
35.394882,136.72644,エル・アリーヴォ,
35.485847,136.890556,栄町4交差点,
35.392586,136.790398,CoCo壱番屋岐南店,
35.485924,136.890671,栄町4交差点,
35.392654,136.790237,バロー岐南店,
35.431221,136.680862,あみやき亭岐阜北方店,
35.485901,136.890656,栄町4交差点,
35.454071,136.771027,福光西2東交差点,
35.392616,136.790405,CoCo壱番屋岐南店,
35.485901,136.890694,栄町4交差点,
35.454094,136.771004,福光西2東交差点,
35.485924,136.890701,栄町4交差点,
35.753365,136.94532,エディオン郡上八幡店,
35.753372,136.94532,エディオン郡上八幡店,
35.753357,136.945343,エディオン郡上八幡店,
35.454086,136.771034,福光西2東交差点,
35.392632,136.790283,バロー岐南店,
35.485878,136.890694,栄町4交差点,
35.753342,136.945297,エディオン郡上八幡店,
35.753403,136.945343,エディオン郡上八幡店,
35.451057,136.785912,長良東2交差点,
35.485817,136.890602,栄町4交差点,
35.485847,136.890526,栄町4交差点,
35.753387,136.94532,エディオン郡上八幡店,
35.431145,136.680855,あみやき亭岐阜北方店,
35.392624,136.790337,CoCo壱番屋岐南店,
35.485909,136.890656,栄町4交差点,
35.454079,136.770973,福光西2東交差点,
35.485878,136.890694,栄町4交差点,
35.485817,136.890594,栄町4交差点,
35.753387,136.945305,エディオン郡上八幡店,
35.753372,136.94532,エディオン郡上八幡店,
35.392662,136.790306,CoCo壱番屋岐南店,
35.485878,136.890701,栄町4交差点,
35.753372,136.945335,エディオン郡上八幡店,
35.454094,136.77092,福光西2東交差点,
35.485832,136.890541,栄町4交差点,
35.485863,136.890701,栄町4交差点,
35.596336,136.79789,道の駅ラステンほらど,
35.454048,136.770988,福光西2東交差点,
35.485832,136.890686,栄町4交差点,
35.485809,136.890572,栄町4交差点,
35.753387,136.945328,エディオン郡上八幡店,
35.454033,136.771004,福光西2東交差点,
35.454048,136.771027,福光西2東交差点,
35.48587,136.890656,栄町4交差点,
35.596313,136.797989,道の駅ラステンほらど,
35.454056,136.770988,福光西2東交差点,
35.596291,136.798004,道の駅ラステンほらど,
35.454109,136.771042,福光西2東交差点,
35.485863,136.890663,栄町4交差点,
35.454056,136.770988,福光西2東交差点,
35.394836,136.726479,藪田交差点,
35.392589,136.790328,あみやき亭岐南店,
35.485924,136.890671,栄町4交差点,
35.454041,136.771011,福光西2東交差点,
35.485863,136.890678,栄町4交差点,
35.416763,136.781059,東興町西交差点,
35.454094,136.770988,福光西2東交差点,
35.596405,136.798027,道の駅ラステンほらど,
35.451103,136.785965,長良東2交差点,
35.485931,136.890648,栄町4交差点,
35.392616,136.79026,バロー岐南店,
35.485847,136.890701,栄町4交差点,
35.485893,136.87606,セブンイレブン関市小屋名店,
35.454109,136.770958,福光西2東交差点,
35.394844,136.72654,藪田交差点,
35.41687,136.781082,東興町西交差点,
35.485893,136.890579,栄町4交差点,
35.485886,136.890663,栄町4交差点,
35.485893,136.876038,セブンイレブン関市小屋名店,
35.454124,136.771011,福光西2東交差点,
35.485893,136.890579,栄町4交差点,
35.485924,136.876083,セブンイレブン関市小屋名店,
35.596321,136.79792,道の駅ラステンほらど,
35.454094,136.770981,福光西2東交差点,
35.392601,136.790268,バロー岐南店,
35.485901,136.890671,栄町4交差点,
35.485878,136.890579,栄町4交差点,
35.451073,136.785896,長良東2交差点,
35.485863,136.890541,栄町4交差点,
35.416733,136.781082,東興町西交差点,
35.394829,136.726532,藪田交差点,
35.392609,136.790451,CoCo壱番屋岐南店,
35.485947,136.890678,栄町4交差点,
35.485809,136.890579,栄町4交差点,
35.392609,136.790382,CoCo壱番屋岐南店,
35.454025,136.771004,福光西2東交差点,
35.485893,136.890678,栄町4交差点,
35.454048,136.770973,福光西2東交差点,
35.416748,136.781052,東興町西交差点,
35.485832,136.890572,栄町4交差点,
35.454056,136.770981,福光西2東交差点,
35.392609,136.790466,CoCo壱番屋岐南店,
35.485878,136.890549,栄町4交差点,
35.75338,136.94532,エディオン郡上八幡店,
35.454071,136.770958,福光西2東交差点,
35.416832,136.781075,東興町西交差点,
35.485901,136.890678,栄町4交差点,
35.454079,136.77095,福光西2東交差点,
35.425873,136.732475,モスバーガー岐阜島店,
35.485924,136.890694,栄町4交差点,
35.454071,136.77092,福光西2東交差点,
35.485878,136.890592,栄町4交差点,
35.454094,136.771004,福光西2東交差点,
35.45108,136.785942,長良東2交差点,
35.454124,136.771034,福光西2東交差点,
35.485947,136.890709,栄町4交差点,
35.454063,136.770981,福光西2東交差点,
35.485855,136.890564,栄町4交差点,
35.596329,136.798042,道の駅ラステンほらど,
35.485878,136.890694,栄町4交差点,
35.454048,136.770958,福光西2東交差点,
35.485825,136.890549,栄町4交差点,
35.454086,136.770996,福光西2東交差点,
35.485863,136.890549,栄町4交差点,
35.392639,136.790291,バロー岐南店,
35.485962,136.890648,栄町4交差点,
35.485847,136.890717,栄町4交差点,
35.454079,136.770988,福光西2東交差点,
35.416771,136.781021,東興町西交差点,
35.608658,136.943237,道の駅美並,
35.454094,136.771019,福光西2東交差点,
35.485817,136.890549,栄町4交差点,
35.392662,136.790314,CoCo壱番屋岐南店,
35.485878,136.890564,栄町4交差点,
35.753616,136.945114,エディオン郡上八幡店,
35.454071,136.770981,福光西2東交差点,
35.485786,136.890564,栄町4交差点,
35.392586,136.790436,CoCo壱番屋岐南店,
35.596199,136.797989,道の駅ラステンほらど,
35.753395,136.945358,エディオン郡上八幡店,
35.454079,136.770958,福光西2東交差点,
35.485855,136.890564,栄町4交差点,
35.596321,136.797974,道の駅ラステンほらど,
35.753395,136.945366,エディオン郡上八幡店,
35.485893,136.890709,栄町4交差点,
35.394875,136.726479,藪田交差点,
35.454132,136.771004,福光西2東交差点,
35.485863,136.890549,栄町4交差点,
35.753418,136.945343,エディオン郡上八幡店,
35.485947,136.890686,栄町4交差点,
35.392633,136.790278,バロー岐南店,
35.485909,136.890686,栄町4交差点,
35.454071,136.771027,福光西2東交差点,
35.48587,136.890572,栄町4交差点,
35.608635,136.94326,道の駅美並,
35.392654,136.790413,CoCo壱番屋岐南店,
35.485909,136.890671,栄町4交差点,
35.608665,136.943253,道の駅美並,
35.454094,136.771011,福光西2東交差点,
35.454048,136.770935,福光西2東交差点,
35.596275,136.797913,道の駅ラステンほらど,
35.485878,136.890701,栄町4交差点,
35.454048,136.770966,福光西2東交差点,
35.454025,136.77095,福光西2東交差点,
35.394798,136.726509,藪田交差点,
35.410034,136.719666,十六銀行鏡島支店,
35.485878,136.890663,栄町4交差点,
35.753357,136.94529,エディオン郡上八幡店,
35.392563,136.790459,CoCo壱番屋岐南店,
35.485931,136.890678,栄町4交差点,
35.394783,136.726471,藪田交差点,
35.485825,136.890541,栄町4交差点,
35.608627,136.943237,道の駅美並,
35.454086,136.771027,福光西2東交差点,
35.454086,136.770966,福光西2東交差点,
35.485901,136.890678,栄町4交差点,
35.75338,136.945335,エディオン郡上八幡店,
35.485878,136.890678,栄町4交差点,
35.454094,136.770943,福光西2東交差点,
35.608643,136.94323,道の駅美並,
35.753403,136.945282,エディオン郡上八幡店,
35.416786,136.781052,東興町西交差点,
35.485909,136.890617,栄町4交差点,
35.454079,136.77095,福光西2東交差点,
35.485802,136.890572,栄町4交差点,
35.753387,136.945313,エディオン郡上八幡店,
35.485832,136.890564,栄町4交差点,
35.596352,136.79792,道の駅ラステンほらど,
35.104095,136.825531,イオンモール名古屋茶屋,
34.976341,135.945114,瀬田月輪町交差点,
35.805779,137.240448,下呂駅（JR）,
35.455421,137.428802,恵那峡SA（上り）（中央自動車道）,
35.837578,137.687874,A・コープきそ店,
35.86644,137.73954,道の駅日義木曽駒高原,
35.866402,137.739563,道の駅日義木曽駒高原,
35.866402,137.739563,道の駅日義木曽駒高原,
35.455414,137.42881,恵那峡SA（上り）（中央自動車道）,
35.454231,137.438568,恵那峡SA,
34.914867,137.168019,南公園口交差点,
34.865913,135.304207,エネオス宝塚北SA下りSS,
35.050781,135.733932,東急ハーヴェストクラブ京都鷹峯,
35.405952,137.358742,道の駅そばの郷らっせぃみさと,
35.030586,137.135086,豊田上郷SA（下り）（東名高速道路）,
35.162094,136.985719,るるビオ・エピスリー星が丘,
34.760072,137.390433,徳田家具店ベッド専門舘,
34.760125,137.390611,保生会病院,
34.760156,137.390539,徳田家具店ベッド専門舘,
34.760131,137.390581,保生会病院,
34.760067,137.390447,徳田家具店ベッド専門舘,
34.760125,137.390619,保生会病院,
34.760117,137.390549,徳田家具店ベッド専門舘,
34.760161,137.390561,徳田家具店ベッド専門舘,
34.76005,137.390483,徳田家具店ベッド専門舘,
34.760109,137.390495,徳田家具店ベッド専門舘,
34.759994,137.390458,徳田家具店ベッド専門舘,
34.760086,137.390541,徳田家具店ベッド専門舘,
34.760119,137.3904,徳田家具店ベッド専門舘,
34.760142,137.390583,保生会病院,
34.760086,137.390372,徳田家具店ベッド専門舘,
34.760058,137.390456,徳田家具店ベッド専門舘,
34.760132,137.390541,徳田家具店ベッド専門舘,
34.760086,137.390394,徳田家具店ベッド専門舘,
35.173698,136.915146,高岳駅（名古屋市営地下鉄）,
34.760089,137.390544,徳田家具店ベッド専門舘,
34.759969,137.390517,名古屋地方裁判所豊橋支部,
35.139728,136.915125,立石橋東交差点,
34.760039,137.390447,徳田家具店ベッド専門舘,
34.760142,137.390536,徳田家具店ベッド専門舘,
34.760122,137.39055,徳田家具店ベッド専門舘,
34.760064,137.390536,徳田家具店ベッド専門舘,
34.760067,137.390586,保生会病院,
34.760067,137.390586,保生会病院,
34.759969,137.39065,名古屋地方裁判所豊橋支部,
34.760139,137.39055,徳田家具店ベッド専門舘,
35.039014,137.050422,刈谷PA（上り）（伊勢湾岸自動車道）,
34.760067,137.390456,徳田家具店ベッド専門舘,
34.750519,137.397377,上立合橋南交差点,
34.760124,137.390572,徳田家具店ベッド専門舘,
34.760063,137.390533,徳田家具店ベッド専門舘,
34.760056,137.390572,保生会病院,
34.760067,137.390431,徳田家具店ベッド専門舘,
34.760089,137.390483,徳田家具店ベッド専門舘,
34.760094,137.390503,徳田家具店ベッド専門舘,
34.760155,137.390526,徳田家具店ベッド専門舘,
34.760103,137.390489,徳田家具店ベッド専門舘,
34.760164,137.390517,徳田家具店ベッド専門舘,
34.760161,137.390581,徳田家具店ベッド専門舘,
34.760131,137.390572,徳田家具店ベッド専門舘,
34.760019,137.390556,名古屋地方裁判所豊橋支部,
34.760124,137.390511,徳田家具店ベッド専門舘,
34.760019,137.390483,徳田家具店ベッド専門舘,
34.760189,137.390533,徳田家具店ベッド専門舘,
34.76017,137.390579,徳田家具店ベッド専門舘,
34.760083,137.390592,保生会病院,
34.760071,137.390465,徳田家具店ベッド専門舘,
34.760075,137.390503,徳田家具店ベッド専門舘,
34.759997,137.390564,名古屋地方裁判所豊橋支部,
34.760114,137.390447,徳田家具店ベッド専門舘,
34.760086,137.390572,保生会病院,
34.760178,137.390656,保生会病院,
34.760139,137.390533,徳田家具店ベッド専門舘,
34.760017,137.390525,徳田家具店ベッド専門舘,
34.7601,137.390536,徳田家具店ベッド専門舘,
34.759983,137.390414,徳田家具店ベッド専門舘,
34.760131,137.390517,徳田家具店ベッド専門舘,
34.760124,137.390533,徳田家具店ベッド専門舘,
34.750496,137.397354,上立合橋南交差点,
34.760003,137.390472,徳田家具店ベッド専門舘,
34.760022,137.390464,徳田家具店ベッド専門舘,
34.760169,137.390547,徳田家具店ベッド専門舘,
34.750534,137.397362,上立合橋南交差点,
34.760162,137.390488,徳田家具店ベッド専門舘,
34.760101,137.390518,徳田家具店ベッド専門舘,
34.760056,137.390511,徳田家具店ベッド専門舘,
34.760047,137.390425,徳田家具店ベッド専門舘,
34.760006,137.390456,徳田家具店ベッド専門舘,
34.760047,137.390344,徳田家具店ベッド専門舘,
34.760111,137.390539,徳田家具店ベッド専門舘,
34.760011,137.390489,徳田家具店ベッド専門舘,
34.760064,137.390511,徳田家具店ベッド専門舘,
34.760117,137.390533,徳田家具店ベッド専門舘,
34.760161,137.39055,徳田家具店ベッド専門舘,
34.760117,137.390541,徳田家具店ベッド専門舘,
34.760022,137.390461,徳田家具店ベッド専門舘,
34.760147,137.390579,徳田家具店ベッド専門舘,
34.760172,137.390494,徳田家具店ベッド専門舘,
34.760139,137.390495,徳田家具店ベッド専門舘,
34.760128,137.390567,徳田家具店ベッド専門舘,
34.760147,137.390526,徳田家具店ベッド専門舘,
34.760162,137.390572,徳田家具店ベッド専門舘,
34.760097,137.390536,徳田家具店ベッド専門舘,
34.759978,137.390525,名古屋地方裁判所豊橋支部,
34.76005,137.390483,徳田家具店ベッド専門舘,
34.7601,137.390539,徳田家具店ベッド専門舘,
34.760178,137.390633,保生会病院,
34.760183,137.39055,徳田家具店ベッド専門舘,
34.760017,137.390547,名古屋地方裁判所豊橋支部,
34.760155,137.390511,徳田家具店ベッド専門舘,
34.760094,137.390488,徳田家具店ベッド専門舘,
34.760031,137.390458,徳田家具店ベッド専門舘,
34.760131,137.390592,保生会病院,
34.760136,137.390544,徳田家具店ベッド専門舘,
34.760119,137.390569,徳田家具店ベッド専門舘,
34.760133,137.390542,徳田家具店ベッド専門舘,
34.760033,137.390678,保生会病院,
34.760117,137.390575,保生会病院,
34.760103,137.390528,徳田家具店ベッド専門舘,
34.760131,137.390489,徳田家具店ベッド専門舘,
34.760164,137.390531,徳田家具店ベッド専門舘,
34.760078,137.390579,保生会病院,
34.759942,137.390486,名古屋地方裁判所豊橋支部,
34.760117,137.390533,徳田家具店ベッド専門舘,
34.760147,137.390558,徳田家具店ベッド専門舘,
34.750565,137.3974,上立合橋南交差点,
35.162056,136.985786,るるビオ・エピスリー星が丘,
35.033363,137.135109,豊田上郷SA（上り）（東名高速道路）,
34.760128,137.390569,徳田家具店ベッド専門舘,
34.760133,137.390556,徳田家具店ベッド専門舘,
34.760101,137.390549,徳田家具店ベッド専門舘,
34.760063,137.390594,保生会病院,
34.750539,137.397453,上立合橋南交差点,
34.760109,137.390587,保生会病院,
34.76,137.39055,名古屋地方裁判所豊橋支部,
34.760114,137.390494,徳田家具店ベッド専門舘,
34.760125,137.390528,徳田家具店ベッド専門舘,
34.760155,137.390533,徳田家具店ベッド専門舘,
34.760072,137.390444,徳田家具店ベッド専門舘,
34.760117,137.390533,徳田家具店ベッド専門舘,
34.760153,137.390556,徳田家具店ベッド専門舘,
34.760131,137.390544,徳田家具店ベッド専門舘,
34.760117,137.390572,保生会病院,
34.760008,137.390467,徳田家具店ベッド専門舘,
34.76005,137.390506,徳田家具店ベッド専門舘,
34.760162,137.390541,徳田家具店ベッド専門舘,
34.760178,137.39045,徳田家具店ベッド専門舘,
34.760122,137.390489,徳田家具店ベッド専門舘,
34.760028,137.390444,徳田家具店ベッド専門舘,
34.760125,137.390531,徳田家具店ベッド専門舘,
34.760101,137.390579,保生会病院,
34.750549,137.397346,上立合橋南交差点,
34.760132,137.390587,保生会病院,
34.760056,137.390602,保生会病院,
34.760089,137.390536,徳田家具店ベッド専門舘,
34.760117,137.390587,保生会病院,
34.760109,137.390564,徳田家具店ベッド専門舘,
34.760155,137.390556,徳田家具店ベッド専門舘,
34.760124,137.390617,保生会病院,
35.173691,136.915245,高岳駅（名古屋市営地下鉄）,
34.760103,137.390586,保生会病院,
34.760162,137.390503,徳田家具店ベッド専門舘,
34.760072,137.390464,徳田家具店ベッド専門舘,
34.760064,137.390511,徳田家具店ベッド専門舘,
34.760142,137.390544,徳田家具店ベッド専門舘,
34.760181,137.390425,徳田家具店ベッド専門舘,
34.760133,137.390572,徳田家具店ベッド専門舘,
34.760122,137.390494,徳田家具店ベッド専門舘,
34.760117,137.390461,徳田家具店ベッド専門舘,
34.760122,137.390406,徳田家具店ベッド専門舘,
34.760089,137.390564,徳田家具店ベッド専門舘,
34.760117,137.390587,保生会病院,
34.760164,137.390583,徳田家具店ベッド専門舘,
34.759967,137.390458,名古屋地方裁判所豊橋支部,
34.760181,137.390406,徳田家具店ベッド専門舘,
35.083592,136.946775,なるぱーく,
35.228371,136.89653,比良三丁目交差点,
35.586288,137.551262,道の駅賤母,
35.809502,138.08345,道の駅南アルプスむら長谷,
35.58638,137.551193,道の駅賤母,
35.322083,136.619301,ローソン大垣島里町店,
34.917595,137.533897,道の駅もっくる新城,
34.70546,134.957779,明石SA（下り）（第二神明道路）,
34.753159,134.802612,高砂駅（山陽電鉄）,
34.775284,134.882187,マルアイ神野店,
34.705444,134.957855,明石SA（下り）（第二神明道路）,
33.664566,130.424911,アイランドシティ中央公園前交差点,
33.753761,130.494705,イオンモール福津,
33.873955,130.809952,ゴルフパートナーTHE OUTLETS北九州店,
32.542221,130.681763,宮原SA（下り）（九州自動車道）,
31.570747,130.564125,アクロスプラザ与次郎,
31.571045,130.560928,浜橋北口交差点,
31.727676,130.614845,桜島SA（上り）（九州自動車道）,
35.07547,135.219429,丹波篠山市役所,
33.817947,133.665596,立川PA,
33.88401,133.108124,道の駅小松オアシス,
34.260368,133.079491,瀬戸田PA（上り）（西瀬戸自動車道）,
34.040977,131.914627,下松SA（下り）（山陽自動車道）,
34.695183,133.871979,吉備SA（上り）（山陽自動車道）,
33.851677,132.787697,道後温泉茶玻瑠,
33.252517,130.534997,広川SA（上り）（九州自動車道）,
33.567836,130.323194,ゴルフパートナー福岡福重店,
34.199292,135.185444,小雑賀交差点,
34.199272,135.18541,小雑賀交差点,
34.199283,135.185461,小雑賀交差点,
26.387321,127.754387,ファミリーマート読谷伊良皆店,
31.788734,130.31337,プラッセだいわ川内店,
31.788758,130.313425,ケーズデンキ薩摩川内店,
35.77774,139.821976,アコレ青井5丁目店,
35.777961,139.822047,アコレ青井5丁目店,
33.233017,131.60656,Can★Doアミュプラザおおいた店,
33.2332,131.606743,ケンタッキーフライドチキンアミュプラザ大分店,
33.23317,131.606667,ケンタッキーフライドチキンアミュプラザ大分店,
33.232308,131.606322,豊後にわさき市場,
33.405667,130.509839,UNITED ARROWS Outlet鳥栖店,
33.336403,131.464767,別府湾SA（下り）（東九州自動車道）,
33.232895,131.606522,ケンタッキーフライドチキンアミュプラザ大分店,
33.911674,130.937668,ジョリーパスタ門司店,
33.233261,131.606705,フレッシュネスバーガーアミュプラザおおいた店,
33.233215,131.606758,ケンタッキーフライドチキンアミュプラザ大分店,
33.2332,131.606689,ケンタッキーフライドチキンアミュプラザ大分店,
33.19278,131.611107,寒田団地入口交差点,
33.192749,131.611137,寒田団地入口交差点,
33.192833,131.611145,フレイン大分宮崎店,
33.232492,131.606097,キデイランドアミュプラザおおいた店,
32.423431,131.630295,ファミリーマート日向原町店,
33.23333,131.606743,JRおおいたシティ,
33.232653,131.606419,キデイランドアミュプラザおおいた店,
33.233055,131.606621,ケンタッキーフライドチキンアミュプラザ大分店,
33.233185,131.606667,ケンタッキーフライドチキンアミュプラザ大分店,
33.233154,131.606766,ケンタッキーフライドチキンアミュプラザ大分店,
33.192833,131.611131,寒田団地入口交差点,
32.802109,131.923843,道の駅かまえ Buri Laboratory,
32.705101,131.820297,延岡市古江交差点,
33.233147,131.606712,ケンタッキーフライドチキンアミュプラザ大分店,
33.703796,130.959297,今川PA,
33.963158,130.953827,ファミリーロッジ旅籠屋・壇之浦PA店,
33.260277,131.327087,道の駅ゆふいん,
33.260254,131.327072,道の駅ゆふいん,
33.232994,131.606483,Can★Doアミュプラザおおいた店,
33.233223,131.606712,フレッシュネスバーガーアミュプラザおおいた店,
33.233177,131.606705,ケンタッキーフライドチキンアミュプラザ大分店,
33.197388,131.601593,エディオン大分本店,
33.232994,131.606636,ケンタッキーフライドチキンアミュプラザ大分店,
33.705788,130.959923,今川PA（下り）（東九州自動車道）,
33.233147,131.606659,ケンタッキーフライドチキンアミュプラザ大分店,
33.336357,131.464737,別府湾SA（下り）（東九州自動車道）,
33.233315,131.606781,JR九州ホテルブラッサム大分,
33.405647,130.509865,UNITED ARROWS Outlet鳥栖店,
33.580383,130.397926,新鮮食品館薬院バリュー,
33.376007,130.753799,山田SA（下り）（大分自動車道）,
33.192795,131.611076,寒田団地入口交差点,
33.233116,131.606697,ケンタッキーフライドチキンアミュプラザ大分店,
33.232903,131.606544,Can★Doアミュプラザおおいた店,
35.77784,139.821861,アコレ青井5丁目店,
35.77784,139.821892,アコレ青井5丁目店,
35.778,139.821958,アコレ青井5丁目店,
35.777763,139.821907,アコレ青井5丁目店,
35.777931,139.821956,アコレ青井5丁目店,
35.777786,139.821838,アコレ青井5丁目店,
35.777886,139.821986,アコレ青井5丁目店,
35.777847,139.821869,アコレ青井5丁目店,
35.778183,139.821931,丸亀製麺足立加平店,
35.777961,139.822028,アコレ青井5丁目店,
35.778172,139.821942,丸亀製麺足立加平店,
35.777824,139.821892,アコレ青井5丁目店,
35.777817,139.821861,アコレ青井5丁目店,
35.777802,139.821915,アコレ青井5丁目店,
35.777802,139.821869,アコレ青井5丁目店,
35.777885,139.821899,アコレ青井5丁目店,
35.777863,139.821884,アコレ青井5丁目店,
35.777855,139.821838,アコレ青井5丁目店,
35.777769,139.821964,アコレ青井5丁目店,
35.777847,139.821877,アコレ青井5丁目店,
35.777961,139.821858,アコレ青井5丁目店,
35.777978,139.821939,アコレ青井5丁目店,
35.8414,139.658142,白幡四丁目（南）交差点,
35.841354,139.658035,白幡四丁目（南）交差点,
35.841389,139.657981,白幡四丁目（南）交差点,
35.841354,139.658073,白幡四丁目（南）交差点,
35.841362,139.658073,白幡四丁目（南）交差点,
35.841372,139.658178,エネオス南浦和SS,
35.841301,139.658119,エネオス南浦和SS,
35.841324,139.658051,エネオス南浦和SS,
35.841331,139.658051,エネオス南浦和SS,
35.841444,139.658272,白幡四丁目（南）交差点,
35.841362,139.658081,白幡四丁目（南）交差点,
35.841354,139.658112,エネオス南浦和SS,
35.841353,139.658139,エネオス南浦和SS,
35.841389,139.658114,白幡四丁目（南）交差点,
35.841256,139.658222,エネオス南浦和SS,
35.841536,139.658156,白幡四丁目（南）交差点,
35.84137,139.658073,白幡四丁目（南）交差点,
35.841301,139.658195,エネオス南浦和SS,
35.84137,139.658134,エネオス南浦和SS,
35.841419,139.658181,白幡四丁目（南）交差点,
35.841232,139.658165,エネオス南浦和SS,
35.841347,139.658112,エネオス南浦和SS,
35.841316,139.658112,エネオス南浦和SS,
35.841331,139.658157,エネオス南浦和SS,
35.841372,139.658136,エネオス南浦和SS,
35.841525,139.658131,白幡四丁目（南）交差点,
35.841316,139.658127,エネオス南浦和SS,
35.841331,139.658035,白幡四丁目（南）交差点,
35.841403,139.658119,白幡四丁目（南）交差点,
35.841394,139.658158,白幡四丁目（南）交差点,
35.841301,139.658073,エネオス南浦和SS,
35.841344,139.658103,エネオス南浦和SS,
35.841333,139.658164,エネオス南浦和SS,
35.841316,139.658081,エネオス南浦和SS,
35.841331,139.658096,エネオス南浦和SS,
35.841378,139.65805,白幡四丁目（南）交差点,
35.841344,139.658119,エネオス南浦和SS,
35.841369,139.658108,白幡四丁目（南）交差点,
35.841394,139.658122,白幡四丁目（南）交差点,
35.841316,139.658051,エネオス南浦和SS,
35.841283,139.658192,エネオス南浦和SS,
35.841316,139.658089,エネオス南浦和SS,
35.841483,139.658211,白幡四丁目（南）交差点,
35.841417,139.658167,白幡四丁目（南）交差点,
35.841358,139.658117,エネオス南浦和SS,
35.841293,139.658112,エネオス南浦和SS,
35.841347,139.658066,白幡四丁目（南）交差点,
35.841347,139.658096,エネオス南浦和SS,
35.841339,139.658035,白幡四丁目（南）交差点,
35.841362,139.658096,白幡四丁目（南）交差点,
35.84137,139.658051,白幡四丁目（南）交差点,
35.841324,139.658096,エネオス南浦和SS,
35.841316,139.658112,エネオス南浦和SS,
35.841293,139.65802,エネオス南浦和SS,
35.841385,139.658195,エネオス南浦和SS,
35.841301,139.658051,エネオス南浦和SS,
35.841347,139.658073,白幡四丁目（南）交差点,
35.841362,139.658028,白幡四丁目（南）交差点,
35.841411,139.658128,白幡四丁目（南）交差点,
35.841364,139.658161,エネオス南浦和SS,
35.841442,139.658147,白幡四丁目（南）交差点,
35.841347,139.658127,エネオス南浦和SS,
35.841309,139.658096,エネオス南浦和SS,
35.841411,139.658125,白幡四丁目（南）交差点,
35.841347,139.658081,エネオス南浦和SS,
35.841339,139.658066,エネオス南浦和SS,
35.84135,139.658167,エネオス南浦和SS,
35.841339,139.658051,白幡四丁目（南）交差点,
35.841353,139.658114,エネオス南浦和SS,
35.841356,139.658203,エネオス南浦和SS,
35.841367,139.658086,白幡四丁目（南）交差点,
35.841267,139.658169,エネオス南浦和SS,
35.841353,139.658094,エネオス南浦和SS,
35.841356,139.658225,エネオス南浦和SS,
35.841461,139.658218,白幡四丁目（南）交差点,
35.841347,139.658028,白幡四丁目（南）交差点,
35.841339,139.658081,エネオス南浦和SS,
35.841393,139.658066,白幡四丁目（南）交差点,
35.841389,139.658075,白幡四丁目（南）交差点,
35.841377,139.658142,白幡四丁目（南）交差点,
35.841362,139.658134,エネオス南浦和SS,
35.841364,139.658122,エネオス南浦和SS,
35.8415,139.657972,白幡四丁目（南）交差点,
35.841362,139.657967,白幡四丁目（南）交差点,
35.841293,139.658073,エネオス南浦和SS,
35.841214,139.658069,エネオス南浦和SS,
35.841411,139.658142,白幡四丁目（南）交差点,
35.841428,139.658183,白幡四丁目（南）交差点,
35.841392,139.658142,白幡四丁目（南）交差点,
35.841301,139.658241,エネオス南浦和SS,
35.841117,139.658531,エネオス南浦和SS,
35.841367,139.658075,白幡四丁目（南）交差点,
35.841419,139.658156,白幡四丁目（南）交差点,
35.841239,139.658094,エネオス南浦和SS,
35.841301,139.658096,エネオス南浦和SS,
35.841347,139.658112,エネオス南浦和SS,
35.841339,139.65802,白幡四丁目（南）交差点,
35.8311,136.201317,道の駅南えちぜん山海里,
35.2183,136.283386,多賀SA（上り）（名神高速道路）,
35.2183,136.283386,多賀SA（上り）（名神高速道路）,
34.962387,136.466591,鈴鹿PA（下り）（新名神高速道路）,
34.859444,135.650185,梶原6丁目交差点,
34.68261,135.481644,コスモ石油セルフピュア川口,
34.682533,135.481667,コスモ石油セルフピュア川口,
35.137619,136.950134,上山町交差点,
35.113764,136.936025,エディオンイオンモール新瑞橋店,
35.114273,136.935486,ココカラファインイオンモール新瑞橋店,
35.188171,136.944756,MALE&Co.イオンモールナゴヤドーム前店,
35.145348,136.952606,昭和消防署八事出張所,
35.128822,136.919357,アミカ堀田店,
35.128807,136.919395,アミカ堀田店,
35.159843,136.925072,花田公園交差点,
35.145325,136.952553,昭和消防署八事出張所,
